movieId,userId,rating,timestamp,label,movieRatingCount,movieAvgRating,movieRatingStddev,releaseYear,movieGenre1,movieGenre2,movieGenre3,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
318,28465,5.0,1268205668,1,100,4.44,0.72,1994,Crime,Drama,,590,47,593,150,50,25,1992,7.43,3.92,0.90,Drama,Comedy,Adventure,Thriller,Romance
316,28465,5.0,1268205694,1,100,3.46,0.89,1994,Action,Adventure,Sci-Fi,500,318,590,47,593,27,1992,7.15,3.98,0.89,Drama,Comedy,Adventure,Thriller,Romance
743,28468,0.5,1222903404,0,100,2.65,1.11,1996,Comedy,,,898,,,,,4,1981,27.84,2.00,2.12,Comedy,Drama,Romance,,
135,28514,4.0,1241705297,1,100,2.71,1.21,1996,Comedy,,,165,110,595,616,588,10,1991,7.72,4.00,0.75,Animation,Children,Comedy,Drama,Romance
919,28517,4.0,1134972094,1,100,3.79,0.90,1939,Adventure,Children,Fantasy,111,912,,,,2,1959,24.04,4.50,0.71,Drama,Romance,Crime,Thriller,
110,28559,4.0,1281894425,1,100,3.68,1.22,1995,Action,Drama,War,593,47,32,318,215,9,1989,14.20,4.33,0.35,Drama,Thriller,Romance,Sci-Fi,Crime
527,28559,4.5,1281894494,1,100,4.24,0.80,1993,Drama,War,,110,593,47,32,318,10,1990,13.49,4.30,0.35,Drama,Thriller,Romance,Action,Sci-Fi
260,28559,4.0,1281894609,1,100,4.04,0.99,1977,Action,Adventure,Sci-Fi,527,110,593,47,32,11,1990,12.82,4.32,0.34,Drama,Thriller,Romance,Action,Sci-Fi
356,28559,4.5,1281894711,1,100,4.20,0.69,1994,Comedy,Drama,Romance,260,527,110,593,47,12,1989,12.83,4.29,0.33,Drama,Thriller,Action,Sci-Fi,Romance
50,28559,3.5,1281894806,1,100,4.17,0.81,1995,Crime,Mystery,Thriller,356,260,527,110,593,13,1989,12.35,4.31,0.33,Drama,Thriller,Romance,Action,Sci-Fi
661,28560,5.0,1412791608,1,100,3.19,1.07,1996,Adventure,Animation,Children,44,145,196,596,163,5,1984,24.60,3.80,0.45,Action,Fantasy,Romance,Western,Animation
724,28560,5.0,1412791648,1,100,2.92,1.05,1996,Drama,Fantasy,Horror,355,661,44,145,196,7,1987,20.80,3.93,0.61,Fantasy,Action,Children,Animation,Musical
480,28560,5.0,1412792192,1,100,3.77,0.81,1993,Action,Adventure,Sci-Fi,551,39,288,166,175,15,1991,14.19,4.30,0.73,Fantasy,Comedy,Action,Children,Crime
592,28560,5.0,1412792511,1,100,3.48,0.85,1989,Action,Crime,Thriller,364,296,593,597,480,20,1991,12.22,4.42,0.67,Comedy,Fantasy,Crime,Drama,Thriller
224,28560,5.0,1412793181,1,100,3.38,1.01,1995,Comedy,Drama,Romance,337,235,778,34,589,28,1992,10.35,4.38,0.78,Drama,Comedy,Crime,Action,Thriller
555,28576,4.0,1225229281,1,100,3.88,0.89,1993,Crime,Thriller,,471,,,,,4,1993,0.96,2.88,1.84,Comedy,,,,
44,28576,4.0,1225238390,1,100,2.38,1.13,1995,Action,Adventure,Fantasy,555,471,,,,5,1993,0.89,3.10,1.67,Comedy,Crime,Thriller,,
593,28576,4.0,1225312680,1,100,4.03,0.96,1991,Crime,Horror,Thriller,589,608,858,95,592,18,1990,9.45,3.03,1.34,Crime,Thriller,Action,Comedy,Adventure
6,28594,5.0,1426700680,1,100,3.98,0.75,1995,Action,Crime,Thriller,628,380,1,891,589,13,1991,9.88,4.85,0.32,Thriller,Crime,Drama,Mystery,Comedy
372,28603,4.0,1216607482,1,100,3.28,0.94,1994,Comedy,Drama,Romance,913,471,555,,,5,1983,23.73,3.50,0.50,Crime,Thriller,Comedy,Film-Noir,Mystery
296,28603,4.0,1216607833,1,100,4.11,1.01,1994,Comedy,Crime,Drama,293,223,318,372,913,9,1988,17.69,3.67,0.43,Crime,Comedy,Drama,Thriller,Film-Noir
150,28603,4.0,1216610170,1,100,3.67,0.76,1995,Adventure,Drama,IMAX,592,260,593,541,608,19,1989,12.69,3.84,0.47,Crime,Thriller,Drama,Comedy,Action
292,28603,3.5,1216610240,1,100,3.25,0.82,1995,Action,Drama,Sci-Fi,367,733,377,780,589,25,1990,11.23,3.82,0.43,Thriller,Crime,Action,Drama,Comedy
733,28671,4.0,1209837785,1,100,3.38,1.07,1996,Action,Adventure,Thriller,648,805,593,145,296,11,1994,1.49,3.77,1.38,Thriller,Drama,Crime,Comedy,Action
968,28724,4.0,1225218207,1,100,3.62,1.05,1968,Horror,Sci-Fi,Thriller,849,899,,,,3,1981,25.12,3.33,0.76,Comedy,Musical,Romance,Action,Adventure
195,28724,2.5,1225307553,0,100,2.83,0.87,1995,Comedy,Drama,Romance,112,145,474,508,786,21,1989,13.92,3.26,1.15,Comedy,Action,Thriller,Adventure,Drama
377,28724,3.5,1225307821,1,100,3.16,0.93,1994,Action,Romance,Thriller,479,112,145,474,508,24,1989,13.08,3.21,1.09,Action,Thriller,Comedy,Adventure,Drama
32,28724,5.0,1225308769,1,100,3.96,0.73,1995,Mystery,Sci-Fi,Thriller,555,589,47,293,527,47,1989,13.15,3.27,1.13,Thriller,Action,Drama,Crime,Comedy
780,28724,4.0,1225309335,1,100,3.38,0.96,1996,Action,Adventure,Sci-Fi,590,592,480,356,260,63,1990,11.61,3.60,1.14,Thriller,Action,Drama,Crime,Comedy
648,28724,4.5,1225309346,1,100,3.20,0.88,1996,Action,Adventure,Mystery,608,780,590,592,480,65,1990,11.46,3.61,1.13,Thriller,Action,Drama,Crime,Comedy
736,28724,3.0,1225309365,0,100,2.88,1.00,1996,Action,Adventure,Romance,364,595,165,648,608,70,1990,11.09,3.61,1.11,Thriller,Action,Drama,Crime,Adventure
208,28724,3.5,1225309415,1,100,2.75,1.07,1995,Action,Adventure,Sci-Fi,367,231,500,733,597,78,1991,10.55,3.62,1.07,Thriller,Action,Drama,Adventure,Comedy
253,28724,4.0,1225309418,1,100,3.79,0.80,1994,Drama,Horror,,208,367,231,500,733,79,1991,10.49,3.61,1.06,Thriller,Action,Adventure,Drama,Comedy
442,28724,2.5,1225309949,0,100,3.11,1.07,1993,Action,Adventure,Sci-Fi,924,300,21,541,161,89,1991,10.27,3.61,1.03,Thriller,Action,Drama,Adventure,Comedy
196,28724,2.5,1225310340,0,100,2.71,0.98,1995,Horror,Sci-Fi,,596,953,784,832,553,100,1990,13.23,3.53,1.08,Thriller,Drama,Action,Crime,Adventure
296,28734,4.0,1233615927,1,100,4.24,0.76,1994,Comedy,Crime,Drama,50,318,527,,,3,1994,1.00,4.00,0.00,Drama,Crime,War,Mystery,Thriller
306,28755,2.5,1209743740,0,100,4.01,0.82,1994,Drama,,,441,616,,,,3,1985,13.28,3.83,0.76,Animation,Children,Comedy,,
593,28755,4.5,1209744677,1,100,4.15,0.76,1991,Crime,Horror,Thriller,858,318,50,441,616,8,1988,10.69,3.31,1.33,Crime,Drama,Animation,Children,Comedy
474,28774,4.5,1136771837,1,100,3.43,0.81,1993,Action,Thriller,,356,745,150,527,110,15,1993,4.64,3.77,0.70,Comedy,Adventure,Drama,War,Romance
924,28844,3.5,1228169670,1,100,3.81,1.07,1968,Adventure,Drama,Sci-Fi,32,,,,,4,1988,12.34,3.00,0.71,Mystery,Sci-Fi,Thriller,,
593,28950,5.0,1248566585,1,100,3.94,0.89,1991,Crime,Horror,Thriller,162,,,,,2,1993,0.71,3.50,0.71,Documentary,,,,
1,28965,4.5,1225698832,1,100,3.91,0.85,1995,Adventure,Animation,Children,750,858,260,356,,4,1976,12.69,4.88,0.25,Comedy,Drama,War,Romance,Action
377,29021,2.0,1333728973,0,100,3.37,0.69,1994,Action,Romance,Thriller,588,380,527,780,592,19,1991,7.80,3.79,1.05,Thriller,Comedy,Drama,Action,Adventure
364,29021,5.0,1333729074,1,100,4.00,0.85,1994,Adventure,Animation,Children,47,588,380,527,780,23,1991,7.20,3.65,1.12,Thriller,Comedy,Drama,Action,Adventure
597,2903,2.0,1186603310,0,100,3.13,1.03,1990,Comedy,Romance,,541,2,663,671,70,73,1989,13.49,3.82,0.67,Comedy,Drama,Romance,Thriller,Action
173,29058,2.5,1151870959,0,100,2.23,1.09,1995,Action,Crime,Sci-Fi,832,494,420,553,508,6,1994,1.38,4.17,0.61,Action,Thriller,Comedy,Drama,Crime
112,29058,4.0,1151870990,1,100,3.35,0.87,1995,Action,Adventure,Comedy,370,908,832,494,420,9,1990,11.89,4.06,0.77,Action,Thriller,Comedy,Drama,Crime
780,29058,4.5,1155261696,1,100,3.10,1.06,1996,Action,Adventure,Sci-Fi,32,541,110,47,527,18,1991,8.74,4.11,0.56,Thriller,Action,Crime,Comedy,Drama
344,29058,5.0,1155262054,1,100,2.90,1.24,1994,Comedy,,,380,589,590,480,318,27,1992,7.20,4.30,0.61,Thriller,Action,Drama,Comedy,Adventure
357,29058,4.0,1155262126,1,100,3.57,0.83,1994,Comedy,Romance,,587,292,10,367,597,36,1991,7.18,4.35,0.63,Thriller,Action,Drama,Comedy,Crime
454,29058,5.0,1155262134,1,100,3.34,0.78,1993,Drama,Thriller,,539,357,587,292,10,38,1992,6.99,4.34,0.62,Thriller,Action,Comedy,Drama,Crime
661,29129,4.0,1198101777,1,100,3.17,1.07,1996,Adventure,Animation,Children,,,,,,3,1975,30.60,2.00,1.00,,,,,
457,29129,4.0,1198102114,1,100,3.73,0.71,1993,Thriller,,,296,356,780,107,60,10,1989,17.29,3.55,1.28,Adventure,Children,Drama,Comedy,Fantasy
1,29129,5.0,1198102259,1,100,3.69,0.98,1995,Adventure,Animation,Children,592,457,296,356,780,13,1988,15.40,3.54,1.16,Adventure,Thriller,Children,Drama,Comedy
596,29196,3.0,1132254757,0,100,3.35,0.93,1940,Animation,Children,Fantasy,163,151,,,,3,1981,23.67,3.50,0.50,Action,Romance,Drama,War,Western
480,29196,4.0,1132256757,1,100,3.23,0.98,1993,Action,Adventure,Sci-Fi,551,527,110,745,593,12,1986,18.52,3.88,0.61,Action,Drama,War,Animation,Children
28,29214,5.0,1143819005,1,95,3.81,0.84,1995,Drama,Romance,,150,457,529,1,745,32,1979,23.08,4.39,0.55,Comedy,Romance,Drama,Thriller,Adventure
364,29214,4.5,1184537631,1,100,3.74,0.87,1994,Adventure,Animation,Children,500,318,589,380,592,38,1981,21.69,4.37,0.53,Comedy,Romance,Drama,Thriller,Action
597,29214,4.0,1184538641,1,100,3.15,0.99,1990,Comedy,Romance,,587,39,11,357,339,46,1983,20.25,4.32,0.53,Comedy,Romance,Drama,Thriller,Action
589,29216,4.0,1196803001,1,100,3.63,1.06,1991,Action,Sci-Fi,,471,337,235,246,293,21,1993,4.14,3.90,0.97,Comedy,Drama,Thriller,Crime,Mystery
180,29216,4.0,1196803042,1,100,3.71,0.78,1995,Comedy,Romance,,457,589,471,337,235,23,1993,3.97,3.96,0.95,Comedy,Thriller,Drama,Crime,Mystery
34,29216,2.5,1196803328,0,100,3.17,1.01,1995,Children,Drama,,353,69,1,180,457,28,1993,3.65,3.98,0.91,Comedy,Thriller,Crime,Drama,Children
733,29216,4.5,1196804694,1,100,3.42,1.01,1996,Action,Adventure,Thriller,372,500,648,837,780,45,1993,2.99,3.92,0.78,Comedy,Thriller,Drama,Crime,Action
112,29216,4.0,1196804697,1,100,3.17,0.96,1995,Action,Adventure,Comedy,733,372,500,648,837,46,1993,2.98,3.93,0.77,Comedy,Thriller,Drama,Crime,Action
153,29216,2.0,1196805036,0,100,2.60,1.12,1995,Action,Adventure,Comedy,344,661,333,112,733,51,1993,2.86,3.90,0.76,Comedy,Thriller,Drama,Crime,Action
784,29216,2.0,1196805708,0,100,2.67,1.01,1996,Comedy,Thriller,,344,661,333,112,733,53,1994,2.82,3.85,0.80,Comedy,Thriller,Drama,Crime,Action
736,29216,3.0,1196806527,0,100,2.96,1.04,1996,Action,Adventure,Romance,377,592,520,829,586,66,1994,2.71,3.75,0.85,Comedy,Thriller,Crime,Drama,Action
169,29221,4.0,1136502040,1,100,1.62,1.00,1995,Adventure,Children,Drama,186,282,168,,,5,1994,0.55,3.90,0.89,Drama,Romance,Action,Comedy,
277,29223,3.5,1204791694,1,100,2.92,1.06,1994,Drama,,,44,168,,,,3,1976,31.75,3.67,0.76,Action,Drama,Romance,Adventure,Fantasy
16,29223,4.5,1205453417,1,100,3.92,0.80,1995,Crime,Drama,,318,356,47,296,593,12,1985,17.11,4.04,0.86,Drama,Crime,Thriller,Action,Romance
592,29223,4.5,1233182472,1,100,3.31,0.89,1989,Action,Crime,Thriller,590,480,805,428,16,17,1987,14.71,4.15,0.77,Drama,Crime,Thriller,Action,Adventure
316,29223,4.0,1233182571,1,100,3.48,0.86,1994,Action,Adventure,Sci-Fi,736,364,153,595,648,24,1989,12.60,4.17,0.69,Drama,Adventure,Thriller,Action,Crime
586,29223,4.0,1233182682,1,100,3.17,0.92,1990,Children,Comedy,,587,367,316,736,364,27,1989,11.92,4.17,0.65,Drama,Action,Adventure,Thriller,Crime
508,29223,4.5,1233182849,1,100,3.74,0.81,1993,Drama,,,586,587,367,316,736,28,1989,11.69,4.16,0.64,Drama,Action,Adventure,Thriller,Crime
780,29223,4.0,1233572987,1,100,3.37,0.91,1996,Action,Adventure,Sci-Fi,508,586,587,367,316,29,1989,11.50,4.17,0.63,Drama,Action,Adventure,Thriller,Crime
48,29223,4.0,1238189507,1,100,3.04,0.89,1995,Animation,Children,Drama,832,594,111,377,780,34,1988,14.26,4.15,0.58,Drama,Thriller,Action,Adventure,Crime
724,29232,3.0,1395609262,0,100,2.92,1.03,1996,Drama,Fantasy,Horror,333,552,,,,7,1994,1.07,2.79,0.76,Comedy,Action,Adventure,Romance,
720,29232,3.5,1395609278,1,100,3.60,1.07,1996,Adventure,Animation,Comedy,333,552,,,,8,1995,1.07,2.81,0.70,Comedy,Action,Adventure,Romance,
316,29279,5.0,1232581202,1,100,3.48,0.84,1994,Action,Adventure,Sci-Fi,588,165,260,364,589,10,1992,5.60,4.05,0.60,Action,Adventure,Thriller,Animation,Children
480,29279,5.0,1232581331,1,100,3.58,0.81,1993,Action,Adventure,Sci-Fi,780,316,588,165,260,12,1992,5.21,4.17,0.62,Action,Adventure,Thriller,Sci-Fi,Animation
47,29304,5.0,1343645801,1,100,4.10,0.81,1995,Mystery,Thriller,,296,356,318,468,31,10,1994,0.92,4.00,0.78,Drama,Comedy,Romance,Thriller,Crime
150,29304,4.0,1343646016,1,100,3.87,0.72,1995,Adventure,Drama,IMAX,6,16,18,481,253,18,1994,0.92,4.17,0.71,Drama,Thriller,Comedy,Crime,Romance
593,29304,4.5,1343646200,1,100,4.11,0.94,1991,Crime,Horror,Thriller,110,527,589,508,457,26,1994,1.43,4.25,0.65,Drama,Thriller,Comedy,Crime,Romance
750,29306,4.0,1219604028,1,100,4.08,0.81,1964,Comedy,War,,296,50,318,260,858,8,1989,9.32,4.50,0.27,Drama,Crime,Action,Adventure,Comedy
380,29328,5.0,1252909487,1,100,3.50,0.96,1994,Action,Adventure,Comedy,377,648,110,592,480,17,1990,7.72,4.00,1.15,Sci-Fi,Action,Thriller,Adventure,Drama
527,29347,3.0,1405097506,0,100,4.05,0.86,1993,Drama,War,,50,858,318,674,18,6,1986,12.99,4.17,0.68,Crime,Comedy,Drama,Adventure,Sci-Fi
778,29409,3.0,1151801085,0,100,3.91,0.86,1996,Comedy,Crime,Drama,924,260,745,589,541,20,1985,14.69,3.38,1.11,Drama,Action,Sci-Fi,Comedy,War
296,29409,3.5,1151801699,1,100,4.20,0.68,1994,Comedy,Crime,Drama,1,924,260,745,589,22,1986,14.29,3.39,1.07,Drama,Comedy,Action,Sci-Fi,Children
260,29421,4.5,1245571824,1,100,4.12,0.85,1977,Action,Adventure,Sci-Fi,318,595,364,502,,4,1993,1.50,4.75,0.29,Children,Romance,Animation,Drama,Musical
588,29421,4.0,1245572167,1,100,3.60,0.92,1992,Adventure,Animation,Children,65,480,260,318,595,7,1991,6.47,4.50,0.41,Action,Children,Adventure,Romance,Animation
356,29421,3.5,1245572282,1,100,3.96,0.83,1994,Comedy,Drama,Romance,588,65,480,260,318,8,1991,6.00,4.44,0.42,Children,Adventure,Action,Animation,Musical
344,29448,3.5,1170800213,1,100,2.85,1.17,1994,Comedy,,,110,356,318,260,837,8,1992,6.23,3.69,1.03,Drama,Comedy,Action,War,Children
316,29448,4.0,1170891162,1,100,3.26,0.84,1994,Action,Adventure,Sci-Fi,586,10,648,344,110,14,1992,4.85,3.54,0.84,Comedy,Action,Adventure,Drama,Children
508,29458,3.0,1230490480,0,100,3.79,0.78,1993,Drama,,,922,910,587,357,608,27,1980,20.94,3.56,0.80,Comedy,Romance,Drama,Crime,Thriller
377,29458,3.0,1230490672,0,100,3.29,0.83,1994,Action,Romance,Thriller,922,910,587,357,608,31,1980,20.42,3.48,0.77,Comedy,Romance,Drama,Crime,Thriller
46,29458,2.0,1230490992,0,100,2.65,1.01,1995,Drama,Romance,,922,910,587,357,608,34,1981,19.89,3.38,0.82,Comedy,Romance,Drama,Crime,Thriller
444,29458,1.0,1230491468,0,55,2.33,0.95,1993,Comedy,Romance,,922,910,587,357,608,43,1984,18.44,3.00,1.07,Comedy,Romance,Drama,Crime,Thriller
589,29507,3.5,1376935189,1,100,4.00,0.86,1991,Action,Sci-Fi,,260,296,480,527,858,10,1990,8.40,3.65,0.71,Drama,Adventure,Crime,Children,Romance
923,29507,5.0,1376935411,1,100,3.81,1.10,1941,Drama,Mystery,,293,364,919,589,260,14,1987,15.58,3.71,0.61,Drama,Adventure,Children,Crime,Action
111,29507,3.5,1376951441,1,100,3.93,0.84,1976,Crime,Drama,Thriller,551,741,632,923,293,20,1986,17.11,3.73,0.77,Drama,Children,Adventure,Animation,Musical
592,29507,3.5,1376952462,1,100,3.46,0.85,1989,Action,Crime,Thriller,150,110,593,170,337,41,1986,16.78,3.45,0.91,Drama,Children,Adventure,Animation,Crime
541,29507,4.0,1376952582,1,100,4.00,0.89,1982,Action,Sci-Fi,Thriller,500,47,608,588,50,58,1988,14.51,3.32,0.90,Drama,Thriller,Crime,Children,Adventure
185,29507,2.0,1376952632,0,100,2.88,0.96,1995,Action,Crime,Thriller,357,541,500,47,608,65,1989,13.80,3.29,0.87,Drama,Thriller,Crime,Children,Adventure
6,29507,3.0,1376952636,0,100,4.00,0.70,1995,Action,Crime,Thriller,357,541,500,47,608,66,1989,13.71,3.27,0.87,Drama,Thriller,Crime,Children,Adventure
653,29507,2.0,1376952895,0,100,3.27,0.83,1996,Action,Adventure,Fantasy,778,25,924,357,541,77,1989,13.07,3.19,0.92,Drama,Thriller,Crime,Adventure,Children
173,29507,1.0,1376952917,0,100,2.53,1.05,1995,Action,Crime,Sci-Fi,778,25,924,357,541,79,1989,12.93,3.16,0.92,Drama,Thriller,Crime,Adventure,Children
160,29507,1.0,1376952927,0,100,2.65,0.99,1995,Action,Adventure,Mystery,778,25,924,357,541,80,1989,12.86,3.14,0.94,Drama,Thriller,Crime,Adventure,Children
802,29507,1.5,1376953055,0,100,3.21,0.97,1996,Drama,Romance,,778,25,924,357,541,84,1990,12.58,3.07,0.98,Drama,Thriller,Crime,Adventure,Children
318,29513,5.0,1181492156,1,100,4.25,0.82,1994,Crime,Drama,,344,589,356,1,480,13,1991,9.87,2.88,1.28,Comedy,Drama,War,Action,Adventure
904,29522,3.0,1153867228,0,100,4.16,0.83,1954,Mystery,Thriller,,163,112,,,,4,1994,0.96,3.38,1.38,Action,Adventure,Comedy,Crime,Romance
47,29522,5.0,1153876876,1,100,4.14,0.69,1995,Mystery,Thriller,,296,293,741,172,163,9,1989,13.48,4.06,1.24,Action,Crime,Thriller,Comedy,Sci-Fi
364,29557,3.5,1138784231,1,100,3.67,0.80,1994,Adventure,Animation,Children,924,32,588,431,858,19,1985,15.28,3.87,0.70,Drama,Sci-Fi,War,Action,Crime
380,29557,3.0,1138910126,0,100,3.27,0.95,1994,Action,Adventure,Comedy,377,608,593,318,364,28,1988,13.09,3.75,0.67,Drama,Crime,Thriller,Action,Sci-Fi
480,29557,3.0,1138910137,0,100,3.50,0.89,1993,Action,Adventure,Sci-Fi,377,608,593,318,364,29,1988,12.90,3.72,0.68,Drama,Crime,Thriller,Action,Sci-Fi
367,29557,3.0,1138910942,0,100,2.87,0.85,1994,Action,Comedy,Crime,353,357,733,778,377,37,1989,11.63,3.65,0.64,Drama,Crime,Thriller,Action,Comedy
507,29557,4.0,1141063629,1,100,3.55,0.76,1993,Crime,Drama,Thriller,39,145,353,357,733,46,1990,10.62,3.51,0.68,Drama,Crime,Thriller,Action,Comedy
356,29557,4.5,1179864140,1,100,3.90,0.90,1994,Comedy,Drama,Romance,47,507,39,145,353,52,1991,10.05,3.46,0.70,Drama,Thriller,Crime,Action,Comedy
1,29557,3.0,1186790982,0,100,3.71,0.93,1995,Adventure,Animation,Children,590,592,356,47,507,56,1991,9.70,3.49,0.70,Drama,Thriller,Crime,Action,Comedy
344,29557,3.0,1186791010,0,100,2.85,1.11,1994,Comedy,,,590,592,356,47,507,58,1991,9.56,3.47,0.70,Drama,Thriller,Crime,Action,Comedy
34,29557,2.5,1191992295,0,100,3.12,1.01,1995,Children,Drama,,904,590,592,356,47,62,1990,10.42,3.45,0.69,Drama,Thriller,Crime,Action,Comedy
434,29557,3.5,1192038015,1,100,2.81,0.92,1993,Action,Adventure,Thriller,904,590,592,356,47,67,1990,10.06,3.40,0.70,Drama,Thriller,Crime,Action,Comedy
707,29557,3.5,1311108929,1,100,2.96,0.95,1996,Crime,Drama,Thriller,912,293,434,904,590,73,1990,11.27,3.38,0.72,Drama,Thriller,Crime,Action,Comedy
50,29558,5.0,1217847557,1,100,4.35,0.63,1995,Crime,Mystery,Thriller,32,380,318,296,110,6,1994,0.82,3.67,1.63,Drama,Thriller,Action,Comedy,Crime
150,29558,4.0,1217848037,1,100,3.73,0.65,1995,Adventure,Drama,IMAX,741,904,260,47,50,11,1989,12.93,3.95,1.25,Thriller,Mystery,Action,Drama,Crime
924,29558,5.0,1217848100,1,100,3.73,1.19,1968,Adventure,Drama,Sci-Fi,150,741,904,260,47,12,1989,12.43,3.96,1.20,Thriller,Drama,Mystery,Action,Crime
19,29584,1.5,1243072677,0,100,2.75,1.35,1995,Comedy,,,,,,,,6,1987,18.55,2.33,0.88,,,,,
345,29584,2.5,1243072730,0,100,3.53,0.89,1994,Comedy,Drama,,,,,,,7,1988,17.15,2.21,0.86,,,,,
1,29584,3.0,1243073412,0,100,3.71,0.87,1995,Adventure,Animation,Children,914,318,932,,,11,1984,18.04,2.82,1.23,Drama,Romance,Crime,Comedy,Musical
593,29584,3.5,1243074329,1,100,4.07,0.80,1991,Crime,Horror,Thriller,933,902,364,914,318,16,1979,20.94,3.06,1.12,Drama,Romance,Crime,Musical,Comedy
648,29584,3.0,1243074515,0,100,3.47,0.84,1996,Action,Adventure,Mystery,588,592,110,593,933,22,1983,18.57,3.18,0.99,Drama,Romance,Crime,Musical,Thriller
736,29584,3.0,1243074545,0,100,2.79,0.82,1996,Action,Adventure,Romance,47,588,592,110,593,24,1984,18.09,3.19,0.95,Drama,Romance,Crime,Thriller,Musical
231,29584,1.5,1243074569,0,100,3.19,1.28,1994,Adventure,Comedy,,597,500,47,588,592,27,1985,17.28,3.26,0.94,Drama,Romance,Crime,Comedy,Thriller
595,29584,3.5,1243074580,1,100,3.58,0.95,1991,Animation,Children,Fantasy,597,500,47,588,592,29,1985,16.81,3.19,0.97,Drama,Romance,Crime,Comedy,Thriller
339,29584,3.0,1243074886,0,100,3.35,0.87,1995,Comedy,Romance,,539,595,597,500,47,33,1986,15.95,3.18,0.92,Drama,Romance,Comedy,Crime,Musical
788,29601,2.5,1238038848,0,100,2.50,1.01,1996,Comedy,Fantasy,Romance,597,356,919,594,48,25,1987,18.51,3.06,1.61,Children,Musical,Animation,Drama,Fantasy
745,29601,0.5,1238039325,0,100,3.90,0.87,1995,Animation,Children,Comedy,597,356,919,594,48,26,1987,18.21,3.04,1.58,Children,Musical,Animation,Drama,Fantasy
720,29601,0.5,1238039570,0,100,3.73,1.14,1996,Adventure,Animation,Comedy,355,597,356,919,594,28,1988,17.61,2.98,1.61,Children,Musical,Animation,Fantasy,Drama
236,29631,3.0,1141214219,0,100,3.06,1.08,1995,Action,Comedy,Romance,112,653,,,,3,1976,32.62,2.83,2.02,Action,Adventure,Fantasy,Comedy,Crime
260,29631,2.5,1145879034,0,100,4.12,0.82,1977,Action,Adventure,Sci-Fi,318,364,480,593,112,13,1990,15.38,2.88,1.53,Adventure,Action,Crime,Thriller,Drama
500,29678,1.5,1178665273,0,100,3.12,1.06,1993,Comedy,Drama,,750,778,,,,11,1989,11.62,2.64,0.87,Comedy,Crime,Drama,War,
780,29678,1.0,1178665380,0,100,3.15,1.07,1996,Action,Adventure,Sci-Fi,750,778,,,,14,1990,10.37,2.29,1.05,Comedy,Crime,Drama,War,
18,29678,3.5,1187466455,1,100,3.47,0.88,1995,Comedy,,,680,750,778,,,21,1989,10.27,2.19,1.03,Comedy,Drama,Crime,War,Mystery
592,29678,1.5,1193396384,0,100,3.44,0.92,1989,Action,Crime,Thriller,431,903,923,18,680,28,1987,14.23,2.32,1.06,Drama,Comedy,Mystery,Crime,Romance
32,29678,2.5,1193396872,0,100,3.90,0.82,1995,Mystery,Sci-Fi,Thriller,111,296,431,903,923,34,1988,13.24,2.22,1.13,Drama,Comedy,Crime,Thriller,Mystery
497,29725,4.0,1413196570,1,100,3.73,0.83,1993,Comedy,Romance,,955,951,905,912,260,9,1952,21.08,4.11,0.86,Romance,Comedy,War,Animation,Children
318,29728,5.0,1343092322,1,100,4.36,0.64,1994,Crime,Drama,,493,374,,,,3,1993,0.58,2.67,1.89,Children,Comedy,Action,Crime,Drama
904,29728,5.0,1343092345,1,100,4.23,0.61,1954,Mystery,Thriller,,50,858,318,493,374,6,1990,8.93,3.83,1.75,Crime,Drama,Children,Comedy,Action
765,2975,2.5,1352250364,0,100,3.02,1.00,1996,Comedy,Drama,,546,,,,,4,1994,1.73,2.75,1.04,Action,Adventure,Children,Comedy,Fantasy
260,29752,5.0,1287157175,1,100,4.16,0.79,1977,Action,Adventure,Sci-Fi,839,379,743,,,4,1995,0.96,4.00,0.71,Action,Thriller,Comedy,Sci-Fi,
318,29752,5.0,1287157496,1,100,4.40,0.59,1994,Crime,Drama,,165,32,260,839,379,7,1992,6.90,4.29,0.70,Action,Thriller,Sci-Fi,Comedy,Adventure
316,29752,4.0,1287157563,1,100,3.44,0.92,1994,Action,Adventure,Sci-Fi,318,165,32,260,839,8,1992,6.41,4.38,0.69,Action,Thriller,Sci-Fi,Crime,Comedy
805,29823,4.0,1236464197,1,100,3.67,0.82,1996,Drama,Thriller,,538,1,,,,5,1994,1.14,3.40,1.14,Adventure,Animation,Children,Comedy,Fantasy
608,29848,4.5,1282781639,1,100,4.07,0.88,1996,Comedy,Crime,Drama,162,232,121,971,926,15,1982,20.60,3.50,1.07,Drama,Comedy,Romance,Documentary,
296,29848,4.5,1282781663,1,100,4.21,0.82,1994,Comedy,Crime,Drama,608,162,232,121,971,16,1983,20.18,3.56,1.06,Drama,Comedy,Romance,Documentary,Crime
293,2991,3.0,1265169299,0,100,4.28,0.67,1994,Action,Crime,Drama,288,25,595,47,318,21,1991,11.41,3.02,1.31,Drama,Thriller,Comedy,Crime,Romance
344,29918,1.0,1179771106,0,100,2.91,1.02,1994,Comedy,,,50,32,1,592,318,10,1987,17.23,3.70,1.23,Crime,Thriller,Drama,Mystery,Action
